Sample in Buffer,Sample in Window,TRIGGER,design_1_i/system_ila_0/inst/net_slot_0_axis_tdata[31:0],design_1_i/system_ila_0/inst/net_slot_0_axis_tkeep[3:0],design_1_i/system_ila_0/inst/net_slot_0_axis_tvalid,design_1_i/system_ila_0/inst/net_slot_0_axis_tready,design_1_i/system_ila_0/inst/net_slot_0_axis_tlast,design_1_i/system_ila_0/inst/net_slot_1_axis_tdata[31:0],design_1_i/system_ila_0/inst/net_slot_1_axis_tstrb[3:0],design_1_i/system_ila_0/inst/net_slot_1_axis_tvalid,design_1_i/system_ila_0/inst/net_slot_1_axis_tready,design_1_i/system_ila_0/inst/net_slot_1_axis_tlast,design_1_i/system_ila_0/inst/net_slot_2_axis_tdata[31:0],design_1_i/system_ila_0/inst/net_slot_2_axis_tstrb[3:0],design_1_i/system_ila_0/inst/net_slot_2_axis_tvalid,design_1_i/system_ila_0/inst/net_slot_2_axis_tready,design_1_i/system_ila_0/inst/net_slot_2_axis_tlast,Interface_(i1:s0)_(axis_data_fifo_0_M_AXIS)[2:0],Interface_(i1:s1)_(axis_data_fifo_1_M_AXIS)[2:0],Interface_(i1:s2)_(Upsampling_Bayes_0_m00_axis1)[2:0],T_Channel_(i1:s0)_(axis_data_fifo_0_M_AXIS)[2:0],T_Channel_(i1:s1)_(axis_data_fifo_1_M_AXIS)[2:0],T_Channel_(i1:s2)_(Upsampling_Bayes_0_m00_axis1)[2:0]
632,632,0,9094268b,f,1,0,0,861b7686,f,1,0,0,85932185,f,0,1,0,"_","_","_","_","_","_"
633,633,0,9094268b,f,1,0,0,861b7686,f,1,0,0,1c858f1c,f,1,1,0,"_","_","Active","_","_","Stream Beat"
634,634,0,9094268b,f,1,1,0,861b7686,f,1,0,0,1c858f1c,f,0,1,0,"Active","_","_","Stream Beat","_","_"
635,635,0,288f9229,f,1,0,0,861b7686,f,1,0,0,1c858f1c,f,0,1,0,"_","_","_","_","_","_"
636,636,0,288f9229,f,1,0,0,861b7686,f,1,0,0,8f1c858f,f,1,1,0,"_","_","Active","_","_","Stream Beat"
637,637,0,288f9229,f,1,0,0,861b7686,f,1,0,0,858f1c85,f,1,1,1,"_","_","Active","_","_","Last Stream"
638,638,0,288f9229,f,1,0,0,861b7686,f,1,0,0,858f1c85,f,0,1,0,"_","_","_","_","_","_"
639,639,0,288f9229,f,1,1,0,861b7686,f,1,0,0,1f8c931f,f,1,1,0,"Active","_","Active","Stream Beat","_","Stream Beat"
640,640,0,8f278b92,f,1,1,0,861b7686,f,1,0,0,1f8c931f,f,0,1,0,"Active","_","_","Stream Beat","_","_"
641,641,0,838e2588,f,1,0,0,861b7686,f,1,0,0,1f8c931f,f,0,1,0,"_","_","_","_","_","_"
642,642,0,838e2588,f,1,0,0,861b7686,f,1,0,0,931f8c93,f,1,1,0,"_","_","Active","_","_","Stream Beat"
643,643,0,838e2588,f,1,0,0,861b7686,f,1,0,0,8c931f8c,f,1,1,1,"_","_","Active","_","_","Last Stream"
644,644,0,838e2588,f,1,0,0,861b7686,f,1,0,0,8c931f8c,f,0,1,0,"_","_","_","_","_","_"
645,645,0,838e2588,f,1,0,0,861b7686,f,1,0,0,1d8f921d,f,1,1,0,"_","_","Active","_","_","Stream Beat"
646,646,0,838e2588,f,1,1,0,861b7686,f,1,0,0,1d8f921d,f,0,1,0,"Active","_","_","Stream Beat","_","_"
647,647,0,25818e25,f,1,0,0,861b7686,f,1,0,0,1d8f921d,f,0,1,0,"_","_","_","_","_","_"
648,648,0,25818e25,f,1,0,0,861b7686,f,1,0,0,921d8f92,f,1,1,0,"_","_","Active","_","_","Stream Beat"
649,649,0,25818e25,f,1,0,0,861b7686,f,1,0,0,8f921d8f,f,1,1,1,"_","_","Active","_","_","Last Stream"
650,650,0,25818e25,f,1,0,0,861b7686,f,1,0,0,8f921d8f,f,0,1,0,"_","_","_","_","_","_"
651,651,0,25818e25,f,1,1,0,861b7686,f,1,0,0,20949820,f,1,1,0,"Active","_","Active","Stream Beat","_","Stream Beat"
652,652,0,8f277e8f,f,1,1,0,861b7686,f,1,0,0,20949820,f,0,1,0,"Active","_","_","Stream Beat","_","_"
653,653,0,7a8f287e,f,1,0,0,861b7686,f,1,0,0,20949820,f,0,1,0,"_","_","_","_","_","_"
654,654,0,7a8f287e,f,1,0,0,861b7686,f,1,0,0,98209498,f,1,1,0,"_","_","Active","_","_","Stream Beat"
655,655,0,7a8f287e,f,1,0,0,861b7686,f,1,0,0,94982094,f,1,1,1,"_","_","Active","_","_","Last Stream"
656,656,0,7a8f287e,f,1,0,0,861b7686,f,1,0,0,94982094,f,0,1,0,"_","_","_","_","_","_"
657,657,0,7a8f287e,f,1,0,0,861b7686,f,1,0,0,26959a26,f,1,1,0,"_","_","Active","_","_","Stream Beat"
658,658,0,7a8f287e,f,1,1,0,861b7686,f,1,0,0,26959a26,f,0,1,0,"Active","_","_","Stream Beat","_","_"
659,659,0,28748825,f,1,0,0,861b7686,f,1,0,0,26959a26,f,0,1,0,"_","_","_","_","_","_"
660,660,0,28748825,f,1,0,0,861b7686,f,1,0,0,9a26959a,f,1,1,0,"_","_","Active","_","_","Stream Beat"
661,661,0,28748825,f,1,0,0,861b7686,f,1,0,0,959a2695,f,1,1,1,"_","_","Active","_","_","Last Stream"
662,662,0,28748825,f,1,0,0,861b7686,f,1,0,0,959a2695,f,0,1,0,"_","_","_","_","_","_"
663,663,0,28748825,f,1,1,0,861b7686,f,1,0,0,27949827,f,1,1,0,"Active","_","Active","Stream Beat","_","Stream Beat"
664,664,0,8927748a,f,1,1,0,861b7686,f,1,0,0,27949827,f,0,1,0,"Active","_","_","Stream Beat","_","_"
665,665,0,738d2a71,f,1,0,0,861b7686,f,1,0,0,27949827,f,0,1,0,"_","_","_","_","_","_"
666,666,0,738d2a71,f,1,0,0,861b7686,f,1,0,0,98279498,f,1,1,0,"_","_","Active","_","_","Stream Beat"
667,667,0,738d2a71,f,1,0,0,861b7686,f,1,0,0,94982794,f,1,1,1,"_","_","Active","_","_","Last Stream"
668,668,0,738d2a71,f,1,0,0,861b7686,f,1,0,0,94982794,f,0,1,0,"_","_","_","_","_","_"
669,669,0,738d2a71,f,1,0,0,861b7686,f,1,0,0,25919325,f,1,1,0,"_","_","Active","_","_","Stream Beat"
670,670,0,738d2a71,f,1,1,0,861b7686,f,1,0,0,25919325,f,0,1,0,"Active","_","_","Stream Beat","_","_"
671,671,0,2c6a8423,f,1,0,0,861b7686,f,1,0,0,25919325,f,0,1,0,"_","_","_","_","_","_"
672,672,0,2c6a8423,f,1,0,0,861b7686,f,1,0,0,93259193,f,1,1,0,"_","_","Active","_","_","Stream Beat"
673,673,0,2c6a8423,f,1,0,0,861b7686,f,1,0,0,91932591,f,1,1,1,"_","_","Active","_","_","Last Stream"
674,674,0,2c6a8423,f,1,0,0,861b7686,f,1,0,0,91932591,f,0,1,0,"_","_","_","_","_","_"
675,675,0,2c6a8423,f,1,1,0,861b7686,f,1,0,0,26909426,f,1,1,0,"Active","_","Active","Stream Beat","_","Stream Beat"
676,676,0,8d2b708e,f,1,1,0,861b7686,f,1,0,0,26909426,f,0,1,0,"Active","_","_","Stream Beat","_","_"
677,677,0,6989266f,f,1,0,0,861b7686,f,1,0,0,26909426,f,0,1,0,"_","_","_","_","_","_"
678,678,0,6989266f,f,1,0,0,861b7686,f,1,0,0,94269094,f,1,1,0,"_","_","Active","_","_","Stream Beat"
679,679,0,6989266f,f,1,0,0,861b7686,f,1,0,0,90942690,f,1,1,1,"_","_","Active","_","_","Last Stream"
680,680,0,6989266f,f,1,0,0,861b7686,f,1,0,0,90942690,f,0,1,0,"_","_","_","_","_","_"
681,681,0,6989266f,f,1,0,0,861b7686,f,1,0,0,288b9228,f,1,1,0,"_","_","Active","_","_","Stream Beat"
682,682,0,6989266f,f,1,1,0,861b7686,f,1,0,0,288b9228,f,0,1,0,"Active","_","_","Stream Beat","_","_"
683,683,0,27678928,f,1,0,0,861b7686,f,1,0,0,288b9228,f,0,1,0,"_","_","_","_","_","_"
684,684,0,27678928,f,1,0,0,861b7686,f,1,0,0,92288b92,f,1,1,0,"_","_","Active","_","_","Stream Beat"
685,685,0,27678928,f,1,0,0,861b7686,f,1,0,0,8b92288b,f,1,1,1,"_","_","Active","_","_","Last Stream"
686,686,0,27678928,f,1,0,0,861b7686,f,1,0,0,8b92288b,f,0,1,0,"_","_","_","_","_","_"
687,687,0,27678928,f,1,1,0,861b7686,f,1,0,0,25838e25,f,1,1,0,"Active","_","Active","Stream Beat","_","Stream Beat"
688,688,0,8b296688,f,1,1,0,861b7686,f,1,0,0,25838e25,f,0,1,0,"Active","_","_","Stream Beat","_","_"
689,689,0,688c2a67,f,1,0,0,861b7686,f,1,0,0,25838e25,f,0,1,0,"_","_","_","_","_","_"
690,690,0,688c2a67,f,1,0,0,861b7686,f,1,0,0,8e25838e,f,1,1,0,"_","_","Active","_","_","Stream Beat"
691,691,0,688c2a67,f,1,0,0,861b7686,f,1,0,0,838e2583,f,1,1,1,"_","_","Active","_","_","Last Stream"
692,692,0,688c2a67,f,1,0,0,861b7686,f,1,0,0,838e2583,f,0,1,0,"_","_","_","_","_","_"
693,693,0,688c2a67,f,1,0,0,861b7686,f,1,0,0,257e8f25,f,1,1,0,"_","_","Active","_","_","Stream Beat"
694,694,0,688c2a67,f,1,1,0,861b7686,f,1,0,0,257e8f25,f,0,1,0,"Active","_","_","Stream Beat","_","_"
695,695,0,2f678b2b,f,1,0,0,861b7686,f,1,0,0,257e8f25,f,0,1,0,"_","_","_","_","_","_"
696,696,0,2f678b2b,f,1,0,0,861b7686,f,1,0,0,8f257e8f,f,1,1,0,"_","_","Active","_","_","Stream Beat"
697,697,0,2f678b2b,f,1,0,0,861b7686,f,1,0,0,7e8f257e,f,1,1,1,"_","_","Active","_","_","Last Stream"
698,698,0,2f678b2b,f,1,0,0,861b7686,f,1,0,0,7e8f257e,f,0,1,0,"_","_","_","_","_","_"
699,699,0,2f678b2b,f,1,1,0,861b7686,f,1,0,0,287a8f28,f,1,1,0,"Active","_","Active","Stream Beat","_","Stream Beat"
700,700,0,8f2f6b8f,f,1,1,0,861b7686,f,1,0,0,287a8f28,f,0,1,0,"Active","_","_","Stream Beat","_","_"
701,701,0,648a276b,f,1,0,0,861b7686,f,1,0,0,287a8f28,f,0,1,0,"_","_","_","_","_","_"
702,702,0,648a276b,f,1,0,0,861b7686,f,1,0,0,8f287a8f,f,1,1,0,"_","_","Active","_","_","Stream Beat"
703,703,0,648a276b,f,1,0,0,861b7686,f,1,0,0,7a8f287a,f,1,1,1,"_","_","Active","_","_","Last Stream"
704,704,0,648a276b,f,1,0,0,861b7686,f,1,0,0,7a8f287a,f,0,1,0,"_","_","_","_","_","_"
705,705,0,648a276b,f,1,0,0,861b7686,f,1,0,0,28748a28,f,1,1,0,"_","_","Active","_","_","Stream Beat"
706,706,0,648a276b,f,1,1,0,861b7686,f,1,0,0,28748a28,f,0,1,0,"Active","_","_","Stream Beat","_","_"
707,707,0,2a6c9431,f,1,0,0,861b7686,f,1,0,0,28748a28,f,0,1,0,"_","_","_","_","_","_"
708,708,0,2a6c9431,f,1,0,0,861b7686,f,1,0,0,8a28748a,f,1,1,0,"_","_","Active","_","_","Stream Beat"
709,709,0,2a6c9431,f,1,0,0,861b7686,f,1,0,0,748a2874,f,1,1,1,"_","_","Active","_","_","Last Stream"
710,710,0,2a6c9431,f,1,0,0,861b7686,f,1,0,0,748a2874,f,0,1,0,"_","_","_","_","_","_"
711,711,0,2a6c9431,f,1,1,0,861b7686,f,1,0,0,2a738d2a,f,1,1,0,"Active","_","Active","Stream Beat","_","Stream Beat"
712,712,0,8a226893,f,1,1,0,861b7686,f,1,0,0,2a738d2a,f,0,1,0,"Active","_","_","Stream Beat","_","_"
713,713,0,648e2261,f,1,0,0,861b7686,f,1,0,0,2a738d2a,f,0,1,0,"_","_","_","_","_","_"
714,714,0,648e2261,f,1,0,0,861b7686,f,1,0,0,8d2a738d,f,1,1,0,"_","_","Active","_","_","Stream Beat"
715,715,0,648e2261,f,1,0,0,861b7686,f,1,0,0,738d2a73,f,1,1,1,"_","_","Active","_","_","Last Stream"
716,716,0,648e2261,f,1,0,0,861b7686,f,1,0,0,738d2a73,f,0,1,0,"_","_","_","_","_","_"
717,717,0,648e2261,f,1,0,0,861b7686,f,1,0,0,2c708e2c,f,1,1,0,"_","_","Active","_","_","Stream Beat"
718,718,0,648e2261,f,1,1,0,861b7686,f,1,0,0,2c708e2c,f,0,1,0,"Active","_","_","Stream Beat","_","_"
719,719,0,1e658f23,f,1,0,0,861b7686,f,1,0,0,2c708e2c,f,0,1,0,"_","_","_","_","_","_"
720,720,0,1e658f23,f,1,0,0,861b7686,f,1,0,0,8e2c708e,f,1,1,0,"_","_","Active","_","_","Stream Beat"
721,721,0,1e658f23,f,1,0,0,861b7686,f,1,0,0,708e2c70,f,1,1,1,"_","_","Active","_","_","Last Stream"
722,722,0,1e658f23,f,1,0,0,861b7686,f,1,0,0,708e2c70,f,0,1,0,"_","_","_","_","_","_"
723,723,0,1e658f23,f,1,1,0,861b7686,f,1,0,0,26698926,f,1,1,0,"Active","_","Active","Stream Beat","_","Stream Beat"
724,724,0,9323648e,f,1,1,0,861b7686,f,1,0,0,26698926,f,0,1,0,"Active","_","_","Stream Beat","_","_"
725,725,0,6b93216b,f,1,0,0,861b7686,f,1,0,0,26698926,f,0,1,0,"_","_","_","_","_","_"
726,726,0,6b93216b,f,1,0,0,861b7686,f,1,0,0,89266989,f,1,1,0,"_","_","Active","_","_","Stream Beat"
727,727,0,6b93216b,f,1,0,0,861b7686,f,1,0,0,69892669,f,1,1,1,"_","_","Active","_","_","Last Stream"
728,728,0,6b93216b,f,1,0,0,861b7686,f,1,0,0,69892669,f,0,1,0,"_","_","_","_","_","_"
729,729,0,6b93216b,f,1,0,0,861b7686,f,1,0,0,27668827,f,1,1,0,"_","_","Active","_","_","Stream Beat"
730,730,0,6b93216b,f,1,1,0,861b7686,f,1,0,0,27668827,f,0,1,0,"Active","_","_","Stream Beat","_","_"
731,731,0,20759d2a,f,1,0,0,861b7686,f,1,0,0,27668827,f,0,1,0,"_","_","_","_","_","_"
732,732,0,20759d2a,f,1,0,0,861b7686,f,1,0,0,88276688,f,1,1,0,"_","_","Active","_","_","Stream Beat"
733,733,0,20759d2a,f,1,0,0,861b7686,f,1,0,0,66882766,f,1,1,1,"_","_","Active","_","_","Last Stream"
734,734,0,20759d2a,f,1,0,0,861b7686,f,1,0,0,66882766,f,0,1,0,"_","_","_","_","_","_"
735,735,0,20759d2a,f,1,1,0,861b7686,f,1,0,0,2a688c2a,f,1,1,0,"Active","_","Active","Stream Beat","_","Stream Beat"
736,736,0,97246b93,f,1,1,0,861b7686,f,1,0,0,2a688c2a,f,0,1,0,"Active","_","_","Stream Beat","_","_"
737,737,0,79a12e6f,f,1,0,0,861b7686,f,1,0,0,2a688c2a,f,0,1,0,"_","_","_","_","_","_"
738,738,0,79a12e6f,f,1,0,0,861b7686,f,1,0,0,8c2a688c,f,1,1,0,"_","_","Active","_","_","Stream Beat"
739,739,0,79a12e6f,f,1,0,0,861b7686,f,1,0,0,688c2a68,f,1,1,1,"_","_","Active","_","_","Last Stream"
740,740,0,79a12e6f,f,1,0,0,861b7686,f,1,0,0,688c2a68,f,0,1,0,"_","_","_","_","_","_"
741,741,0,79a12e6f,f,1,0,0,861b7686,f,1,0,0,2f6b8f2f,f,1,1,0,"_","_","Active","_","_","Stream Beat"
742,742,0,79a12e6f,f,1,1,0,861b7686,f,1,0,0,2f6b8f2f,f,0,1,0,"Active","_","_","Stream Beat","_","_"
743,743,0,26759d2b,f,1,0,0,861b7686,f,1,0,0,2f6b8f2f,f,0,1,0,"_","_","_","_","_","_"
744,744,0,26759d2b,f,1,0,0,861b7686,f,1,0,0,8f2f6b8f,f,1,1,0,"_","_","Active","_","_","Stream Beat"
745,745,0,26759d2b,f,1,0,0,861b7686,f,1,0,0,6b8f2f6b,f,1,1,1,"_","_","Active","_","_","Last Stream"
746,746,0,26759d2b,f,1,0,0,861b7686,f,1,0,0,6b8f2f6b,f,0,1,0,"_","_","_","_","_","_"
747,747,0,26759d2b,f,1,1,0,861b7686,f,1,0,0,27648a27,f,1,1,0,"Active","_","Active","Stream Beat","_","Stream Beat"
748,748,0,9b297098,f,1,1,0,861b7686,f,1,0,0,27648a27,f,0,1,0,"Active","_","_","Stream Beat","_","_"
749,749,0,789d2c73,f,1,0,0,861b7686,f,1,0,0,27648a27,f,0,1,0,"_","_","_","_","_","_"
750,750,0,789d2c73,f,1,0,0,861b7686,f,1,0,0,8a27648a,f,1,1,0,"_","_","Active","_","_","Stream Beat"
751,751,0,789d2c73,f,1,0,0,861b7686,f,1,0,0,648a2764,f,1,1,1,"_","_","Active","_","_","Last Stream"
752,752,0,789d2c73,f,1,0,0,861b7686,f,1,0,0,648a2764,f,0,1,0,"_","_","_","_","_","_"
753,753,0,789d2c73,f,1,0,0,861b7686,f,1,0,0,2a68932a,f,1,1,0,"_","_","Active","_","_","Stream Beat"
754,754,0,789d2c73,f,1,1,0,861b7686,f,1,0,0,2a68932a,f,0,1,0,"Active","_","_","Stream Beat","_","_"
755,755,0,317e9930,f,1,0,0,861b7686,f,1,0,0,2a68932a,f,0,1,0,"_","_","_","_","_","_"
756,756,0,317e9930,f,1,0,0,861b7686,f,1,0,0,932a6893,f,1,1,0,"_","_","Active","_","_","Stream Beat"
757,757,0,317e9930,f,1,0,0,861b7686,f,1,0,0,68932a68,f,1,1,1,"_","_","Active","_","_","Last Stream"
758,758,0,317e9930,f,1,0,0,861b7686,f,1,0,0,68932a68,f,0,1,0,"_","_","_","_","_","_"
759,759,0,317e9930,f,1,1,0,861b7686,f,1,0,0,22648e22,f,1,1,0,"Active","_","Active","Stream Beat","_","Stream Beat"
760,760,0,9c348299,f,1,1,0,861b7686,f,1,0,0,22648e22,f,0,1,0,"Active","_","_","Stream Beat","_","_"
761,761,0,7e952d85,f,1,0,0,861b7686,f,1,0,0,22648e22,f,0,1,0,"_","_","_","_","_","_"
762,762,0,7e952d85,f,1,0,0,861b7686,f,1,0,0,8e22648e,f,1,1,0,"_","_","Active","_","_","Stream Beat"
763,763,0,7e952d85,f,1,0,0,861b7686,f,1,0,0,648e2264,f,1,1,1,"_","_","Active","_","_","Last Stream"
764,764,0,7e952d85,f,1,0,0,861b7686,f,1,0,0,648e2264,f,0,1,0,"_","_","_","_","_","_"
765,765,0,7e952d85,f,1,0,0,861b7686,f,1,0,0,1e648e1e,f,1,1,0,"_","_","Active","_","_","Stream Beat"
766,766,0,7e952d85,f,1,1,0,861b7686,f,1,0,0,1e648e1e,f,0,1,0,"Active","_","_","Stream Beat","_","_"
767,767,0,33829833,f,1,0,0,861b7686,f,1,0,0,1e648e1e,f,0,1,0,"_","_","_","_","_","_"
768,768,0,33829833,f,1,0,0,861b7686,f,1,0,0,8e1e648e,f,1,1,0,"_","_","Active","_","_","Stream Beat"
769,769,0,33829833,f,1,0,0,861b7686,f,1,0,0,648e1e64,f,1,1,1,"_","_","Active","_","_","Last Stream"
770,770,0,33829833,f,1,0,0,861b7686,f,1,0,0,648e1e64,f,0,1,0,"_","_","_","_","_","_"
771,771,0,33829833,f,1,1,0,861b7686,f,1,0,0,216b9321,f,1,1,0,"Active","_","Active","Stream Beat","_","Stream Beat"
772,772,0,9b368298,f,1,1,0,861b7686,f,1,0,0,216b9321,f,0,1,0,"Active","_","_","Stream Beat","_","_"
773,773,0,81973285,f,1,0,0,861b7686,f,1,0,0,216b9321,f,0,1,0,"_","_","_","_","_","_"
774,774,0,81973285,f,1,0,0,861b7686,f,1,0,0,93216b93,f,1,1,0,"_","_","Active","_","_","Stream Beat"
775,775,0,81973285,f,1,0,0,861b7686,f,1,0,0,6b93216b,f,1,1,1,"_","_","Active","_","_","Last Stream"
776,776,0,81973285,f,1,0,0,861b7686,f,1,0,0,6b93216b,f,0,1,0,"_","_","_","_","_","_"
777,777,0,81973285,f,1,0,0,861b7686,f,1,0,0,206b9320,f,1,1,0,"_","_","Active","_","_","Stream Beat"
778,778,0,81973285,f,1,1,0,861b7686,f,1,0,0,206b9320,f,0,1,0,"Active","_","_","Stream Beat","_","_"
779,779,0,3a7e9430,f,1,0,0,861b7686,f,1,0,0,206b9320,f,0,1,0,"_","_","_","_","_","_"
780,780,0,3a7e9430,f,1,0,0,861b7686,f,1,0,0,93206b93,f,1,1,0,"_","_","Active","_","_","Stream Beat"
781,781,0,3a7e9430,f,1,0,0,861b7686,f,1,0,0,6b93206b,f,1,1,1,"_","_","Active","_","_","Last Stream"
782,782,0,3a7e9430,f,1,0,0,861b7686,f,1,0,0,6b93206b,f,0,1,0,"_","_","_","_","_","_"
783,783,0,3a7e9430,f,1,1,0,861b7686,f,1,0,0,2e79a12e,f,1,1,0,"Active","_","Active","Stream Beat","_","Stream Beat"
784,784,0,9a38889e,f,1,1,0,861b7686,f,1,0,0,2e79a12e,f,0,1,0,"Active","_","_","Stream Beat","_","_"
785,785,0,859b3984,f,1,0,0,861b7686,f,1,0,0,2e79a12e,f,0,1,0,"_","_","_","_","_","_"
786,786,0,859b3984,f,1,0,0,861b7686,f,1,0,0,a12e79a1,f,1,1,0,"_","_","Active","_","_","Stream Beat"
787,787,0,859b3984,f,1,0,0,861b7686,f,1,0,0,79a12e79,f,1,1,1,"_","_","Active","_","_","Last Stream"
788,788,0,859b3984,f,1,0,0,861b7686,f,1,0,0,79a12e79,f,0,1,0,"_","_","_","_","_","_"
789,789,0,859b3984,f,1,0,0,861b7686,f,1,0,0,26709826,f,1,1,0,"_","_","Active","_","_","Stream Beat"
790,790,0,859b3984,f,1,1,0,861b7686,f,1,0,0,26709826,f,0,1,0,"Active","_","_","Stream Beat","_","_"
791,791,0,408da140,f,1,0,0,861b7686,f,1,0,0,26709826,f,0,1,0,"_","_","_","_","_","_"
792,792,0,408da140,f,1,0,0,861b7686,f,1,0,0,98267098,f,1,1,0,"_","_","Active","_","_","Stream Beat"
793,793,0,408da140,f,1,0,0,861b7686,f,1,0,0,70982670,f,1,1,1,"_","_","Active","_","_","Last Stream"
794,794,0,408da140,f,1,0,0,861b7686,f,1,0,0,70982670,f,0,1,0,"_","_","_","_","_","_"
795,795,0,408da140,f,1,1,0,861b7686,f,1,0,0,2c789d2c,f,1,1,0,"Active","_","Active","Stream Beat","_","Stream Beat"
796,796,0,a3448da1,f,1,1,0,861b7686,f,1,0,0,2c789d2c,f,0,1,0,"Active","_","_","Stream Beat","_","_"
797,797,0,92a6478f,f,1,0,0,861b7686,f,1,0,0,2c789d2c,f,0,1,0,"_","_","_","_","_","_"
798,798,0,92a6478f,f,1,0,0,861b7686,f,1,0,0,9d2c789d,f,1,1,0,"_","_","Active","_","_","Stream Beat"
799,799,0,92a6478f,f,1,0,0,861b7686,f,1,0,0,789d2c78,f,1,1,1,"_","_","Active","_","_","Last Stream"
800,800,0,92a6478f,f,1,0,0,861b7686,f,1,0,0,789d2c78,f,0,1,0,"_","_","_","_","_","_"
801,801,0,92a6478f,f,1,0,0,861b7686,f,1,0,0,31829931,f,1,1,0,"_","_","Active","_","_","Stream Beat"
802,802,0,92a6478f,f,1,1,0,861b7686,f,1,0,0,31829931,f,0,1,0,"Active","_","_","Stream Beat","_","_"
803,803,0,478ea346,f,1,0,0,861b7686,f,1,0,0,31829931,f,0,1,0,"_","_","_","_","_","_"
804,804,0,478ea346,f,1,0,0,861b7686,f,1,0,0,99318299,f,1,1,0,"_","_","Active","_","_","Stream Beat"
805,805,0,478ea346,f,1,0,0,861b7686,f,1,0,0,82993182,f,1,1,1,"_","_","Active","_","_","Last Stream"
806,806,0,478ea346,f,1,0,0,861b7686,f,1,0,0,82993182,f,0,1,0,"_","_","_","_","_","_"
807,807,0,478ea346,f,1,1,0,861b7686,f,1,0,0,2d7e952d,f,1,1,0,"Active","_","Active","Stream Beat","_","Stream Beat"
808,808,0,a64b8fa4,f,1,1,0,861b7686,f,1,0,0,2d7e952d,f,0,1,0,"Active","_","_","Stream Beat","_","_"
809,809,0,93a84d91,f,1,0,0,861b7686,f,1,0,0,2d7e952d,f,0,1,0,"_","_","_","_","_","_"
810,810,0,93a84d91,f,1,0,0,861b7686,f,1,0,0,952d7e95,f,1,1,0,"_","_","Active","_","_","Stream Beat"
811,811,0,93a84d91,f,1,0,0,861b7686,f,1,0,0,7e952d7e,f,1,1,1,"_","_","Active","_","_","Last Stream"
812,812,0,93a84d91,f,1,0,0,861b7686,f,1,0,0,7e952d7e,f,0,1,0,"_","_","_","_","_","_"
813,813,0,93a84d91,f,1,0,0,861b7686,f,1,0,0,33829833,f,1,1,0,"_","_","Active","_","_","Stream Beat"
814,814,0,93a84d91,f,1,1,0,861b7686,f,1,0,0,33829833,f,0,1,0,"Active","_","_","Stream Beat","_","_"
815,815,0,4b92a64d,f,1,0,0,861b7686,f,1,0,0,33829833,f,0,1,0,"_","_","_","_","_","_"
816,816,0,4b92a64d,f,1,0,0,861b7686,f,1,0,0,98338298,f,1,1,0,"_","_","Active","_","_","Stream Beat"
817,817,0,4b92a64d,f,1,0,0,861b7686,f,1,0,0,82983382,f,1,1,1,"_","_","Active","_","_","Last Stream"
818,818,0,4b92a64d,f,1,0,0,861b7686,f,1,0,0,82983382,f,0,1,0,"_","_","_","_","_","_"
819,819,0,4b92a64d,f,1,1,0,861b7686,f,1,0,0,32819732,f,1,1,0,"Active","_","Active","Stream Beat","_","Stream Beat"
820,820,0,a74c90a4,f,1,1,0,861b7686,f,1,0,0,32819732,f,0,1,0,"Active","_","_","Stream Beat","_","_"
821,821,0,96ab5092,f,1,0,0,861b7686,f,1,0,0,32819732,f,0,1,0,"_","_","_","_","_","_"
822,822,0,96ab5092,f,1,0,0,861b7686,f,1,0,0,97328197,f,1,1,0,"_","_","Active","_","_","Stream Beat"
823,823,0,96ab5092,f,1,0,0,861b7686,f,1,0,0,81973281,f,1,1,1,"_","_","Active","_","_","Last Stream"
824,824,0,96ab5092,f,1,0,0,861b7686,f,1,0,0,81973281,f,0,1,0,"_","_","_","_","_","_"
825,825,0,96ab5092,f,1,0,0,861b7686,f,1,0,0,3a889e3a,f,1,1,0,"_","_","Active","_","_","Stream Beat"
826,826,0,96ab5092,f,1,1,0,861b7686,f,1,0,0,3a889e3a,f,0,1,0,"Active","_","_","Stream Beat","_","_"
827,827,0,4e95aa4f,f,1,0,0,861b7686,f,1,0,0,3a889e3a,f,0,1,0,"_","_","_","_","_","_"
